,action,reward,load,location_y,location_x
288,0,0.0,0,2,0
289,4,0.0,0,2,0
290,0,0.0,0,2,0
291,0,0.0,0,2,0
292,0,0.0,0,2,0
293,0,0.0,0,2,0
294,0,0.0,0,2,0
295,0,0.0,0,2,0
296,0,0.0,0,2,0
297,0,0.0,0,2,0
298,0,0.0,0,2,0
299,0,0.0,0,2,0
300,2,0.0,0,2,0
301,3,-1.0,0,2,0
302,2,11.5,0,3,0
303,4,-1.0,1,3,1
304,1,11.5,1,3,0
305,0,0.0,0,2,0
306,4,0.0,0,2,0
307,4,0.0,0,2,0
308,4,0.0,0,2,0
309,2,0.0,0,2,0
310,3,-1.0,0,2,0
311,2,-1.0,0,3,0
312,2,-1.0,0,3,1
313,1,-1.0,0,3,2
314,1,-1.0,0,2,2
315,1,-1.0,0,1,2
316,2,11.5,0,0,2
317,4,-1.0,1,0,3
318,3,-1.0,1,0,2
319,3,-1.0,1,1,2
320,3,-1.0,1,2,2
321,4,-1.0,1,3,2
322,4,-1.0,1,3,1
323,1,11.5,1,3,0
324,2,0.0,0,2,0
325,2,0.0,0,2,0
326,2,0.0,0,2,0
327,2,0.0,0,2,0
328,2,0.0,0,2,0
329,3,-1.0,0,2,0
330,3,-1.0,0,3,0
331,2,11.5,0,4,0
332,4,-1.0,1,4,1
333,1,-1.0,1,4,0
334,1,11.5,1,3,0
335,3,-1.0,0,2,0
336,2,11.5,0,3,0
337,4,-1.0,1,3,1
338,1,11.5,1,3,0
339,3,-1.0,0,2,0
340,2,-1.0,0,3,0
341,2,11.5,0,3,1
342,4,-1.0,1,3,2
343,4,-1.0,1,3,1
344,1,11.5,1,3,0
345,2,0.0,0,2,0
346,0,0.0,0,2,0
347,0,0.0,0,2,0
348,0,0.0,0,2,0
349,0,0.0,0,2,0
350,0,0.0,0,2,0
351,0,0.0,0,2,0
352,0,0.0,0,2,0
353,0,0.0,0,2,0
354,0,0.0,0,2,0
355,0,0.0,0,2,0
356,3,-1.0,0,2,0
357,2,-1.0,0,3,0
358,2,-1.0,0,3,1
359,1,11.5,0,3,2
360,3,-1.0,1,2,2
361,4,-1.0,1,3,2
362,4,-1.0,1,3,1
363,1,11.5,1,3,0
364,2,0.0,0,2,0
365,2,0.0,0,2,0
366,3,-1.0,0,2,0
367,2,-1.0,0,3,0
368,2,-1.0,0,3,1
369,1,-1.0,0,3,2
370,1,11.5,0,2,2
371,3,-1.0,1,1,2
372,3,-1.0,1,2,2
373,4,-1.0,1,3,2
374,4,-1.0,1,3,1
375,1,11.5,1,3,0
376,3,-1.0,0,2,0
377,2,-1.0,0,3,0
378,2,-1.0,0,3,1
379,1,11.5,0,3,2
380,3,-1.0,1,2,2
381,4,-1.0,1,3,2
382,0,0.0,1,3,1
383,0,0.0,1,3,1
384,4,-1.0,1,3,1
385,1,11.5,1,3,0
386,2,0.0,0,2,0
387,2,0.0,0,2,0
388,2,0.0,0,2,0
389,2,0.0,0,2,0
390,2,0.0,0,2,0
391,2,0.0,0,2,0
392,2,0.0,0,2,0
393,2,0.0,0,2,0
394,2,0.0,0,2,0
395,2,0.0,0,2,0
396,2,0.0,0,2,0
397,2,0.0,0,2,0
398,2,0.0,0,2,0
399,2,0.0,0,2,0
400,2,0.0,0,2,0
401,2,0.0,0,2,0
402,3,-1.0,0,2,0
403,2,-1.0,0,3,0
404,3,-1.0,0,3,1
405,2,11.5,0,4,1
406,1,-1.0,1,4,2
407,4,-1.0,1,3,2
408,4,-1.0,1,3,1
409,1,11.5,1,3,0
410,3,-1.0,0,2,0
411,3,-1.0,0,3,0
412,2,11.5,0,4,0
413,4,-1.0,1,4,1
414,1,-1.0,1,4,0
415,1,11.5,1,3,0
416,3,-1.0,0,2,0
417,2,-1.0,0,3,0
418,3,-1.0,0,3,1
419,2,11.5,0,4,1
420,4,-1.0,1,4,2
421,4,-1.0,1,4,1
422,1,-1.0,1,4,0
423,1,11.5,1,3,0
424,2,0.0,0,2,0
425,2,0.0,0,2,0
426,2,0.0,0,2,0
427,2,0.0,0,2,0
428,0,0.0,0,2,0
429,0,0.0,0,2,0
430,0,0.0,0,2,0
431,3,-1.0,0,2,0
432,0,0.0,0,3,0
433,0,0.0,0,3,0
434,0,0.0,0,3,0
435,0,0.0,0,3,0
436,0,0.0,0,3,0
437,0,0.0,0,3,0
438,0,0.0,0,3,0
439,0,0.0,0,3,0
440,0,0.0,0,3,0
441,0,0.0,0,3,0
442,0,0.0,0,3,0
443,2,-1.0,0,3,0
444,2,-1.0,0,3,1
445,1,11.5,0,3,2
446,2,0.0,1,2,2
447,2,0.0,1,2,2
448,3,-1.0,1,2,2
449,4,-1.0,1,3,2
450,4,-1.0,1,3,1
451,1,11.5,1,3,0
452,3,-1.0,0,2,0
453,2,-1.0,0,3,0
454,2,11.5,0,3,1
455,4,-1.0,1,3,2
456,4,-1.0,1,3,1
457,1,11.5,1,3,0
458,0,0.0,0,2,0
459,2,0.0,0,2,0
460,2,0.0,0,2,0
461,2,0.0,0,2,0
462,2,0.0,0,2,0
463,2,0.0,0,2,0
464,2,0.0,0,2,0
465,2,0.0,0,2,0
466,2,0.0,0,2,0
467,2,0.0,0,2,0
468,2,0.0,0,2,0
469,2,0.0,0,2,0
470,2,0.0,0,2,0
471,4,0.0,0,2,0
472,4,0.0,0,2,0
473,4,0.0,0,2,0
474,4,0.0,0,2,0
475,4,0.0,0,2,0
476,4,0.0,0,2,0
477,4,0.0,0,2,0
478,4,0.0,0,2,0
479,4,0.0,0,2,0
480,4,0.0,0,2,0
481,2,0.0,0,2,0
482,2,0.0,0,2,0
483,2,0.0,0,2,0
484,4,0.0,0,2,0
485,4,0.0,0,2,0
486,2,0.0,0,2,0
487,2,0.0,0,2,0
488,2,0.0,0,2,0
489,2,0.0,0,2,0
490,2,0.0,0,2,0
491,3,-1.0,0,2,0
492,2,-1.0,0,3,0
493,2,-1.0,0,3,1
494,1,-1.0,0,3,2
495,1,-1.0,0,2,2
496,1,11.5,0,1,2
497,3,-1.0,1,0,2
498,3,-1.0,1,1,2
499,3,-1.0,1,2,2
500,4,-1.0,1,3,2
501,4,-1.0,1,3,1
502,1,11.5,1,3,0
503,3,-1.0,0,2,0
504,3,11.5,0,3,0
505,1,-1.0,1,4,0
506,1,11.5,1,3,0
507,3,-1.0,0,2,0
508,3,11.5,0,3,0
509,1,-1.0,1,4,0
510,1,11.5,1,3,0
511,3,-1.0,0,2,0
512,2,-1.0,0,3,0
513,2,11.5,0,3,1
514,4,-1.0,1,3,2
515,4,-1.0,1,3,1
516,1,11.5,1,3,0
517,0,0.0,0,2,0
518,0,0.0,0,2,0
519,3,-1.0,0,2,0
520,2,-1.0,0,3,0
521,2,-1.0,0,3,1
522,1,-1.0,0,3,2
523,1,-1.0,0,2,2
524,1,-1.0,0,1,2
525,2,11.5,0,0,2
526,4,-1.0,1,0,3
527,3,-1.0,1,0,2
528,3,-1.0,1,1,2
529,3,-1.0,1,2,2
530,4,-1.0,1,3,2
531,4,-1.0,1,3,1
532,1,11.5,1,3,0
533,3,-1.0,0,2,0
534,2,-1.0,0,3,0
535,4,-1.0,0,3,1
536,3,11.5,0,3,0
537,1,-1.0,1,4,0
538,1,11.5,1,3,0
539,0,0.0,0,2,0
540,0,0.0,0,2,0
541,4,0.0,0,2,0
542,4,0.0,0,2,0
543,3,-1.0,0,2,0
544,2,-1.0,0,3,0
545,2,-1.0,0,3,1
546,1,-1.0,0,3,2
547,1,-1.0,0,2,2
548,1,11.5,0,1,2
549,3,-1.0,1,0,2
550,3,-1.0,1,1,2
551,3,-1.0,1,2,2
552,4,-1.0,1,3,2
553,4,-1.0,1,3,1
554,1,11.5,1,3,0
555,2,0.0,0,2,0
556,2,0.0,0,2,0
557,2,0.0,0,2,0
558,2,0.0,0,2,0
559,2,0.0,0,2,0
560,0,0.0,0,2,0
561,0,0.0,0,2,0
562,0,0.0,0,2,0
563,0,0.0,0,2,0
564,0,0.0,0,2,0
565,3,-1.0,0,2,0
566,2,-1.0,0,3,0
567,3,-1.0,0,3,1
568,3,12.5,0,4,1
569,4,-1.0,1,4,1
570,1,-1.0,1,4,0
571,1,11.5,1,3,0
572,3,-1.0,0,2,0
573,2,-1.0,0,3,0
574,2,-1.0,0,3,1
575,3,11.5,0,3,2
576,4,-1.0,1,4,2
577,4,-1.0,1,4,1
578,1,-1.0,1,4,0
579,1,11.5,1,3,0
580,2,0.0,0,2,0
581,2,0.0,0,2,0
582,2,0.0,0,2,0
583,2,0.0,0,2,0
584,3,-1.0,0,2,0
585,2,-1.0,0,3,0
586,2,-1.0,0,3,1
587,1,-1.0,0,3,2
588,1,-1.0,0,2,2
589,3,-1.0,0,1,2
590,3,-1.0,0,2,2
591,3,11.5,0,3,2
592,4,-1.0,1,4,2
593,4,-1.0,1,4,1
594,1,-1.0,1,4,0
595,1,11.5,1,3,0
596,2,0.0,0,2,0
597,2,0.0,0,2,0
598,2,0.0,0,2,0
599,2,0.0,0,2,0
600,2,0.0,0,2,0
601,2,0.0,0,2,0
602,2,0.0,0,2,0
603,2,0.0,0,2,0
604,2,0.0,0,2,0
605,3,-1.0,0,2,0
606,3,11.5,0,3,0
607,1,-1.0,1,4,0
608,1,11.5,1,3,0
609,2,0.0,0,2,0
610,2,0.0,0,2,0
611,2,0.0,0,2,0
612,2,0.0,0,2,0
613,2,0.0,0,2,0
614,4,0.0,0,2,0
615,4,0.0,0,2,0
616,0,0.0,0,2,0
617,2,0.0,0,2,0
618,2,0.0,0,2,0
619,3,-1.0,0,2,0
620,2,-1.0,0,3,0
621,2,11.5,0,3,1
622,4,-1.0,1,3,2
623,0,0.0,1,3,1
624,0,0.0,1,3,1
625,4,-1.0,1,3,1
626,1,11.5,1,3,0
627,3,-1.0,0,2,0
628,2,-1.0,0,3,0
629,2,-1.0,0,3,1
630,1,-1.0,0,3,2
631,1,11.5,0,2,2
632,3,-1.0,1,1,2
633,3,-1.0,1,2,2
634,4,-1.0,1,3,2
635,4,-1.0,1,3,1
636,1,11.5,1,3,0
637,4,0.0,0,2,0
638,3,-1.0,0,2,0
639,3,-1.0,0,3,0
640,2,11.5,0,4,0
641,4,-1.0,1,4,1
642,1,-1.0,1,4,0
643,1,11.5,1,3,0
644,3,-1.0,0,2,0
645,0,0.0,0,3,0
646,0,0.0,0,3,0
647,0,0.0,0,3,0
648,0,0.0,0,3,0
649,0,0.0,0,3,0
650,0,0.0,0,3,0
651,0,0.0,0,3,0
652,0,0.0,0,3,0
653,0,0.0,0,3,0
654,0,0.0,0,3,0
655,0,0.0,0,3,0
656,0,0.0,0,3,0
657,0,0.0,0,3,0
658,3,-1.0,0,3,0
659,2,11.5,0,4,0
660,4,-1.0,1,4,1
661,1,-1.0,1,4,0
662,1,11.5,1,3,0
663,4,0.0,0,2,0
664,4,0.0,0,2,0
665,0,0.0,0,2,0
666,3,-1.0,0,2,0
667,2,-1.0,0,3,0
668,1,12.5,0,3,1
669,4,-1.0,1,3,1
670,1,11.5,1,3,0
671,3,-1.0,0,2,0
672,2,-1.0,0,3,0
673,2,-1.0,0,3,1
674,1,11.5,0,3,2
675,3,-1.0,1,2,2
676,4,-1.0,1,3,2
677,4,-1.0,1,3,1
678,1,11.5,1,3,0
679,3,-1.0,0,2,0
680,2,11.5,0,3,0
681,4,-1.0,1,3,1
682,1,11.5,1,3,0
683,3,-1.0,0,2,0
684,3,-1.0,0,3,0
685,2,11.5,0,4,0
686,4,-1.0,1,4,1
687,1,-1.0,1,4,0
688,1,11.5,1,3,0
689,3,-1.0,0,2,0
690,2,-1.0,0,3,0
691,2,-1.0,0,3,1
692,1,11.5,0,3,2
693,3,-1.0,1,2,2
694,4,-1.0,1,3,2
695,4,-1.0,1,3,1
696,1,11.5,1,3,0
697,2,0.0,0,2,0
698,3,-1.0,0,2,0
699,2,-1.0,0,3,0
700,2,-1.0,0,3,1
701,1,-1.0,0,3,2
702,1,-1.0,0,2,2
703,1,-1.0,0,1,2
704,2,11.5,0,0,2
705,4,-1.0,1,0,3
706,3,-1.0,1,0,2
707,3,-1.0,1,1,2
708,3,-1.0,1,2,2
709,4,-1.0,1,3,2
710,4,-1.0,1,3,1
711,1,11.5,1,3,0
712,3,-1.0,0,2,0
713,2,-1.0,0,3,0
714,2,-1.0,0,3,1
715,3,11.5,0,3,2
716,4,-1.0,1,4,2
717,4,-1.0,1,4,1
718,1,-1.0,1,4,0
719,1,11.5,1,3,0
720,4,0.0,0,2,0
721,4,0.0,0,2,0
722,2,0.0,0,2,0
723,2,0.0,0,2,0
724,2,0.0,0,2,0
725,4,0.0,0,2,0
726,4,0.0,0,2,0
727,2,0.0,0,2,0
728,2,0.0,0,2,0
729,3,-1.0,0,2,0
730,2,11.5,0,3,0
731,4,-1.0,1,3,1
732,1,11.5,1,3,0
733,2,0.0,0,2,0
734,2,0.0,0,2,0
735,4,0.0,0,2,0
736,4,0.0,0,2,0
737,0,0.0,0,2,0
738,2,0.0,0,2,0
739,2,0.0,0,2,0
740,0,0.0,0,2,0
741,0,0.0,0,2,0
742,0,0.0,0,2,0
743,2,0.0,0,2,0
744,2,0.0,0,2,0
745,2,0.0,0,2,0
746,2,0.0,0,2,0
747,0,0.0,0,2,0
748,0,0.0,0,2,0
749,0,0.0,0,2,0
750,0,0.0,0,2,0
751,0,0.0,0,2,0
752,0,0.0,0,2,0
753,0,0.0,0,2,0
754,0,0.0,0,2,0
755,4,0.0,0,2,0
756,4,0.0,0,2,0
757,4,0.0,0,2,0
758,2,0.0,0,2,0
759,2,0.0,0,2,0
760,2,0.0,0,2,0
761,2,0.0,0,2,0
762,2,0.0,0,2,0
763,2,0.0,0,2,0
764,0,0.0,0,2,0
765,0,0.0,0,2,0
766,3,-1.0,0,2,0
767,2,-1.0,0,3,0
768,2,-1.0,0,3,1
769,1,-1.0,0,3,2
770,1,-1.0,0,2,2
771,1,-1.0,0,1,2
772,2,-1.0,0,0,2
773,2,11.5,0,0,3
774,4,-1.0,1,0,4
775,4,-1.0,1,0,3
776,3,-1.0,1,0,2
777,3,-1.0,1,1,2
778,3,-1.0,1,2,2
779,4,-1.0,1,3,2
780,4,-1.0,1,3,1
781,1,11.5,1,3,0
782,1,11.5,0,2,0
783,3,11.5,1,1,0
784,2,0.0,0,2,0
785,2,0.0,0,2,0
786,2,0.0,0,2,0
787,2,0.0,0,2,0
788,2,0.0,0,2,0
789,2,0.0,0,2,0
790,2,0.0,0,2,0
791,2,0.0,0,2,0
792,0,0.0,0,2,0
793,0,0.0,0,2,0
794,0,0.0,0,2,0
795,0,0.0,0,2,0
796,2,0.0,0,2,0
797,2,0.0,0,2,0
798,2,0.0,0,2,0
799,2,0.0,0,2,0
800,2,0.0,0,2,0
801,2,0.0,0,2,0
802,2,0.0,0,2,0
803,2,0.0,0,2,0
804,2,0.0,0,2,0
805,2,0.0,0,2,0
806,2,0.0,0,2,0
807,4,0.0,0,2,0
808,4,0.0,0,2,0
809,4,0.0,0,2,0
810,4,0.0,0,2,0
811,0,0.0,0,2,0
812,0,0.0,0,2,0
813,0,0.0,0,2,0
814,3,-1.0,0,2,0
815,2,-1.0,0,3,0
816,2,-1.0,0,3,1
817,1,-1.0,0,3,2
818,1,11.5,0,2,2
819,3,-1.0,1,1,2
820,3,-1.0,1,2,2
821,4,-1.0,1,3,2
822,4,-1.0,1,3,1
823,1,11.5,1,3,0
824,3,-1.0,0,2,0
825,2,11.5,0,3,0
826,4,-1.0,1,3,1
827,1,11.5,1,3,0
828,0,0.0,0,2,0
829,2,0.0,0,2,0
830,2,0.0,0,2,0
831,0,0.0,0,2,0
832,0,0.0,0,2,0
833,0,0.0,0,2,0
834,2,0.0,0,2,0
835,2,0.0,0,2,0
836,2,0.0,0,2,0
837,0,0.0,0,2,0
838,2,0.0,0,2,0
839,2,0.0,0,2,0
840,2,0.0,0,2,0
841,2,0.0,0,2,0
842,2,0.0,0,2,0
843,3,-1.0,0,2,0
844,2,11.5,0,3,0
845,4,-1.0,1,3,1
846,1,11.5,1,3,0
847,2,0.0,0,2,0
848,2,0.0,0,2,0
849,2,0.0,0,2,0
850,2,0.0,0,2,0
851,2,0.0,0,2,0
852,2,0.0,0,2,0
853,2,0.0,0,2,0
854,2,0.0,0,2,0
855,3,-1.0,0,2,0
856,2,-1.0,0,3,0
857,2,-1.0,0,3,1
858,1,-1.0,0,3,2
859,1,-1.0,0,2,2
860,1,-1.0,0,1,2
861,2,11.5,0,0,2
862,4,-1.0,1,0,3
863,3,-1.0,1,0,2
864,3,-1.0,1,1,2
865,3,-1.0,1,2,2
866,4,-1.0,1,3,2
867,4,-1.0,1,3,1
868,1,11.5,1,3,0
869,3,-1.0,0,2,0
870,2,-1.0,0,3,0
871,2,-1.0,0,3,1
872,1,-1.0,0,3,2
873,1,-1.0,0,2,2
874,1,-1.0,0,1,2
875,2,11.5,0,0,2
876,4,-1.0,1,0,3
877,3,-1.0,1,0,2
878,3,-1.0,1,1,2
879,3,-1.0,1,2,2
880,4,-1.0,1,3,2
881,4,-1.0,1,3,1
882,1,11.5,1,3,0
883,2,0.0,0,2,0
884,2,0.0,0,2,0
885,2,0.0,0,2,0
886,2,0.0,0,2,0
887,2,0.0,0,2,0
888,2,0.0,0,2,0
889,2,0.0,0,2,0
890,2,0.0,0,2,0
891,2,0.0,0,2,0
892,2,0.0,0,2,0
893,3,-1.0,0,2,0
894,2,-1.0,0,3,0
895,2,-1.0,0,3,1
896,1,-1.0,0,3,2
897,1,-1.0,0,2,2
898,1,-1.0,0,1,2
899,2,11.5,0,0,2
900,4,-1.0,1,0,3
901,3,-1.0,1,0,2
902,3,-1.0,1,1,2
903,2,0.0,1,2,2
904,2,0.0,1,2,2
905,3,-1.0,1,2,2
906,4,-1.0,1,3,2
907,4,-1.0,1,3,1
908,1,11.5,1,3,0
909,3,-1.0,0,2,0
910,2,-1.0,0,3,0
911,2,-1.0,0,3,1
912,1,-1.0,0,3,2
913,1,-1.0,0,2,2
914,1,11.5,0,1,2
915,3,-1.0,1,0,2
916,3,-1.0,1,1,2
917,3,-1.0,1,2,2
918,4,-1.0,1,3,2
919,4,-1.0,1,3,1
920,1,11.5,1,3,0
921,3,-1.0,0,2,0
922,2,-1.0,0,3,0
923,2,11.5,0,3,1
924,4,-1.0,1,3,2
925,4,-1.0,1,3,1
926,1,11.5,1,3,0
927,0,0.0,0,2,0
928,0,0.0,0,2,0
929,0,0.0,0,2,0
930,0,0.0,0,2,0
931,0,0.0,0,2,0
932,0,0.0,0,2,0
933,4,0.0,0,2,0
934,2,0.0,0,2,0
935,2,0.0,0,2,0
936,3,-1.0,0,2,0
937,2,-1.0,0,3,0
938,2,-1.0,0,3,1
939,4,11.5,0,3,2
940,4,-1.0,1,3,1
941,1,11.5,1,3,0
942,3,-1.0,0,2,0
943,2,-1.0,0,3,0
944,2,-1.0,0,3,1
945,1,-1.0,0,3,2
946,1,-1.0,0,2,2
947,1,-1.0,0,1,2
948,2,11.5,0,0,2
949,4,-1.0,1,0,3
950,3,-1.0,1,0,2
951,3,-1.0,1,1,2
952,3,-1.0,1,2,2
953,4,-1.0,1,3,2
954,4,-1.0,1,3,1
955,1,11.5,1,3,0
956,2,0.0,0,2,0
957,2,0.0,0,2,0
958,2,0.0,0,2,0
959,2,0.0,0,2,0
960,2,0.0,0,2,0
961,2,0.0,0,2,0
962,2,0.0,0,2,0
963,2,0.0,0,2,0
964,2,0.0,0,2,0
965,2,0.0,0,2,0
